Symbol,Date,Open,High,Low,Close,Volume,Category
INDUSTOWER,2025-11-04,392.0,397.25,389.04998779296875,392.54998779296875,24189758,Mid Cap
GMRAIRPORT,2025-11-04,94.01000213623047,96.22000122070312,94.0,95.16000366210938,16023424,Mid Cap
UNIONBANK,2025-11-04,151.89999389648438,152.64999389648438,150.25,151.5399932861328,14622442,Mid Cap
GAIL,2025-11-04,183.97999572753906,184.49000549316406,180.75,181.6199951171875,11320462,Mid Cap
BHEL,2025-11-04,263.5,268.3999938964844,263.45001220703125,267.25,9063915,Mid Cap
ASHOKLEY,2025-11-04,139.4499969482422,140.8000030517578,138.11000061035156,140.44000244140625,8502046,Mid Cap
NHPC,2025-11-04,85.22000122070312,85.33000183105469,83.87000274658203,84.16000366210938,8226185,Mid Cap
LTF,2025-11-04,280.04998779296875,284.45001220703125,278.6499938964844,280.0,6516048,Mid Cap
DABUR,2025-11-04,502.29998779296875,519.9500122070312,501.95001220703125,517.0499877929688,5322219,Mid Cap
AMBUJACEM,2025-11-04,582.7999877929688,588.75,565.9000244140625,567.4000244140625,4438364,Mid Cap
NTPCGREEN,2025-11-04,102.72000122070312,103.0,100.11000061035156,100.73999786376953,4432847,Mid Cap
BIOCON,2025-11-04,378.0,384.8999938964844,376.1000061035156,380.5,4295964,Mid Cap
NYKAA,2025-11-04,248.0500030517578,252.67999267578125,247.11000061035156,250.8300018310547,4235678,Mid Cap
ABCAPITAL,2025-11-04,335.3999938964844,336.0,330.1499938964844,331.45001220703125,3901005,Mid Cap
VBL,2025-11-04,474.8999938964844,475.0,469.0,471.0,3554888,Mid Cap
INDUSINDBK,2025-11-04,797.0499877929688,799.25,785.0999755859375,790.2000122070312,3505823,Mid Cap
BSE,2025-11-04,2555.0,2555.0,2489.0,2496.60009765625,3164089,Mid Cap
AUBANK,2025-11-04,866.9500122070312,881.0,863.75,880.2999877929688,2981577,Mid Cap
INDIANB,2025-11-04,880.9500122070312,883.6500244140625,868.7000122070312,872.4000244140625,2918426,Mid Cap
JINDALSTEL,2025-11-04,1073.0,1085.199951171875,1066.4000244140625,1080.699951171875,2806142,Mid Cap
LAURUSLABS,2025-11-04,978.0,986.0,970.5499877929688,983.1500244140625,2347486,Mid Cap
MAXHEALTH,2025-11-04,1149.0999755859375,1154.199951171875,1132.5,1138.4000244140625,2176888,Mid Cap
ADANIENT,2025-11-04,2479.800048828125,2488.89990234375,2390.60009765625,2419.800048828125,2072668,Mid Cap
PAYTM,2025-11-04,1275.0,1284.9000244140625,1260.0999755859375,1268.0,2055596,Mid Cap
RVNL,2025-11-04,329.6499938964844,330.3500061035156,324.29998779296875,325.79998779296875,1993561,Mid Cap
LICI,2025-11-04,925.0,925.0,902.0999755859375,905.7000122070312,1969201,Mid Cap
CHOLAFIN,2025-11-04,1720.0,1777.0,1718.0,1745.9000244140625,1886397,Mid Cap
GODREJCP,2025-11-04,1178.5999755859375,1179.4000244140625,1150.300048828125,1163.4000244140625,1858002,Mid Cap
SBICARD,2025-11-04,883.0499877929688,897.7000122070312,878.0999755859375,880.4000244140625,1792692,Mid Cap
FORTIS,2025-11-04,1031.0,1034.5,1016.0,1019.0999755859375,1773694,Mid Cap
POLICYBZR,2025-11-04,1814.0,1859.300048828125,1811.0,1823.0999755859375,1758541,Mid Cap
LUPIN,2025-11-04,1985.800048828125,2016.5,1969.699951171875,1997.0,1202638,Mid Cap
JUBLFOOD,2025-11-04,600.4000244140625,603.2999877929688,588.5999755859375,593.4500122070312,1126048,Mid Cap
BHARTIHEXA,2025-11-04,1889.800048828125,1925.0,1826.0,1873.0,969347,Mid Cap
KPIL,2025-11-04,1283.9000244140625,1325.0,1278.9000244140625,1314.5,950744,Mid Cap
MAZDOCK,2025-11-04,2745.10009765625,2749.800048828125,2678.0,2683.0,898162,Mid Cap
VOLTAS,2025-11-04,1360.0,1379.699951171875,1355.0,1359.4000244140625,834615,Mid Cap
HAVELLS,2025-11-04,1490.0999755859375,1497.300048828125,1479.0,1486.4000244140625,776103,Mid Cap
PIDILITIND,2025-11-04,1461.0,1465.0,1448.300048828125,1455.199951171875,707089,Mid Cap
UNOMINDA,2025-11-04,1264.0,1275.9000244140625,1248.0999755859375,1252.0,700575,Mid Cap
TATACHEM,2025-11-04,876.9500122070312,894.9500122070312,876.9000244140625,892.3499755859375,643129,Mid Cap
MUTHOOTFIN,2025-11-04,3180.0,3206.800048828125,3165.0,3188.300048828125,633624,Mid Cap
HDFCAMC,2025-11-04,5395.0,5474.5,5391.0,5402.5,620107,Mid Cap
NAUKRI,2025-11-04,1366.199951171875,1366.199951171875,1326.5,1338.699951171875,606779,Mid Cap
MARICO,2025-11-04,718.0,720.7999877929688,715.3499755859375,717.2999877929688,605166,Mid Cap
WAAREEENER,2025-11-04,3421.0,3428.89990234375,3363.10009765625,3369.60009765625,569192,Mid Cap
COLPAL,2025-11-04,2206.60009765625,2208.0,2180.0,2190.800048828125,476899,Mid Cap
TRENT,2025-11-04,4720.0,4724.89990234375,4646.0,4660.60009765625,475909,Mid Cap
KPITTECH,2025-11-04,1160.0,1169.4000244140625,1149.0,1155.4000244140625,473254,Mid Cap
ZYDUSLIFE,2025-11-04,983.0499877929688,987.5999755859375,968.0499877929688,971.7000122070312,444915,Mid Cap
APOLLOHOSP,2025-11-04,7824.5,7883.5,7780.5,7810.5,384562,Mid Cap
TORNTPOWER,2025-11-04,1344.800048828125,1346.0,1301.300048828125,1304.300048828125,381617,Mid Cap
