Symbol,Date,Open,High,Low,Close,Volume,Category
VBL,2025-10-29,455.0,501.70001220703125,455.0,495.45001220703125,44567490,Mid Cap
NHPC,2025-10-29,85.0,87.08999633789062,84.77999877929688,86.94999694824219,17056980,Mid Cap
GAIL,2025-10-29,179.0,186.44000244140625,178.75,184.63999938964844,16216434,Mid Cap
GMRAIRPORT,2025-10-29,92.6500015258789,93.58000183105469,91.7300033569336,92.97000122070312,15092548,Mid Cap
BHEL,2025-10-29,238.44000244140625,246.6999969482422,237.0,245.38999938964844,14046107,Mid Cap
NTPCGREEN,2025-10-29,102.0,105.23999786376953,101.5,105.04000091552734,13309341,Mid Cap
LTF,2025-10-29,268.45001220703125,270.760009765625,266.0400085449219,268.1700134277344,9391552,Mid Cap
ASHOKLEY,2025-10-29,140.47999572753906,140.63999938964844,138.4499969482422,139.47999572753906,8637758,Mid Cap
INDUSTOWER,2025-10-29,385.95001220703125,389.20001220703125,379.3500061035156,381.04998779296875,8329384,Mid Cap
UNIONBANK,2025-10-29,148.0,148.22999572753906,145.3699951171875,146.1199951171875,7276992,Mid Cap
NYKAA,2025-10-29,258.1400146484375,260.8999938964844,256.75,258.05999755859375,5007106,Mid Cap
INDUSINDBK,2025-10-29,804.0,810.0499877929688,793.7999877929688,807.4500122070312,4077629,Mid Cap
JINDALSTEL,2025-10-29,1063.0,1097.699951171875,1058.199951171875,1070.5999755859375,3983488,Mid Cap
RVNL,2025-10-29,328.45001220703125,334.0,327.25,332.75,3978096,Mid Cap
AMBUJACEM,2025-10-29,555.0,575.0,555.0,571.75,3787089,Mid Cap
ABCAPITAL,2025-10-29,313.0,313.5,307.5,310.79998779296875,3630708,Mid Cap
AUBANK,2025-10-29,886.0,886.4500122070312,874.4000244140625,882.4500122070312,2921775,Mid Cap
BIOCON,2025-10-29,367.54998779296875,374.75,365.6000061035156,373.70001220703125,2588388,Mid Cap
GODREJCP,2025-10-29,1120.0,1123.5999755859375,1105.0,1106.800048828125,2535908,Mid Cap
JUBLFOOD,2025-10-29,604.0,614.9000244140625,598.0,613.0499877929688,2442944,Mid Cap
BSE,2025-10-29,2424.89990234375,2454.0,2410.0,2447.300048828125,2308131,Mid Cap
HDFCAMC,2025-10-29,5421.5,5469.0,5288.0,5398.0,2200227,Mid Cap
CHOLAFIN,2025-10-29,1720.0,1725.800048828125,1686.0999755859375,1710.4000244140625,2012855,Mid Cap
MARICO,2025-10-29,720.0999755859375,724.4000244140625,718.8499755859375,721.7999877929688,1943057,Mid Cap
DABUR,2025-10-29,503.3999938964844,508.8999938964844,501.79998779296875,508.04998779296875,1880484,Mid Cap
PAYTM,2025-10-29,1310.0,1317.5,1294.0,1309.300048828125,1793515,Mid Cap
LICI,2025-10-29,899.0,916.9000244140625,899.0,908.75,1649697,Mid Cap
INDIANB,2025-10-29,855.0,856.9000244140625,847.9500122070312,854.4500122070312,1582454,Mid Cap
LAURUSLABS,2025-10-29,964.1500244140625,970.0,956.5,961.7000122070312,1555478,Mid Cap
ADANIENT,2025-10-29,2500.0,2600.0,2495.5,2537.39990234375,1526734,Mid Cap
MAXHEALTH,2025-10-29,1185.0,1194.4000244140625,1181.699951171875,1189.5,1516489,Mid Cap
POLICYBZR,2025-10-29,1775.0,1777.300048828125,1707.5999755859375,1723.4000244140625,1470565,Mid Cap
MAZDOCK,2025-10-29,2789.0,2789.0,2727.300048828125,2774.199951171875,1235582,Mid Cap
FORTIS,2025-10-29,1061.0,1064.5,1051.8499755859375,1055.449951171875,1208644,Mid Cap
NAUKRI,2025-10-29,1390.0,1408.199951171875,1383.0,1389.0999755859375,1035864,Mid Cap
SBICARD,2025-10-29,905.7000122070312,913.0,901.25,910.9500122070312,900250,Mid Cap
LUPIN,2025-10-29,1918.699951171875,1960.0,1918.699951171875,1955.9000244140625,845205,Mid Cap
WAAREEENER,2025-10-29,3489.89990234375,3495.89990234375,3441.10009765625,3477.60009765625,771254,Mid Cap
ZYDUSLIFE,2025-10-29,1003.2999877929688,1015.4000244140625,999.2000122070312,1002.9000244140625,730755,Mid Cap
HAVELLS,2025-10-29,1491.0,1513.0,1484.199951171875,1509.4000244140625,625897,Mid Cap
VOLTAS,2025-10-29,1415.0,1425.9000244140625,1386.699951171875,1418.800048828125,613025,Mid Cap
MPHASIS,2025-10-29,2845.0,2897.39990234375,2801.0,2874.60009765625,574786,Mid Cap
PIDILITIND,2025-10-29,1492.0,1510.0999755859375,1483.5999755859375,1507.300048828125,489526,Mid Cap
TATACHEM,2025-10-29,907.5499877929688,914.75,902.0999755859375,912.5,480055,Mid Cap
MUTHOOTFIN,2025-10-29,3160.0,3192.89990234375,3145.0,3183.199951171875,470760,Mid Cap
TORNTPOWER,2025-10-29,1283.9000244140625,1319.0,1278.0,1313.5999755859375,452019,Mid Cap
KPITTECH,2025-10-29,1190.699951171875,1198.699951171875,1162.300048828125,1194.0999755859375,446515,Mid Cap
COLPAL,2025-10-29,2235.89990234375,2277.0,2226.10009765625,2267.699951171875,436074,Mid Cap
